symbol,shortName,description,exchange,market,type,lotSize,faceValue,cfiCode,cancellation,minStep,roundTo,rating,marginBuy,marginSell,marginRate,priceStep,priceMax,priceMin,theorPrice,theorPriceLimit,volatility,currency,nominalCurrency,settlementCurrency,underlyingCurrency,ISIN,yield,board,primaryBoard,tradingStatus,tradingStatusInfo,complexProductCategory,priceMultiplier,priceShownUnits
ETLN,ETLN-гдр,ГДР ETALON GROUP PLC ORD SHS,MOEX,FOND,RDR,1,0.0,ESXXXX,9999-12-31T23:59:59.9999999,0.02,2,973828,84.56,84.56,1.0,0,114.36,55.0,0,0,0,RUB,RUB,RUB,USD,US29760G1031,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
SU26222RMFS8,ОФЗ 26222,ОФЗ-ПД 26222 16/10/24,MOEX,FOND,EUSOV,1,1000.0,DBXXXX,2024-10-16T00:00:00.0000000,0.001,3,968398,96.62,97.48,0.0,0,99.782,94.795,0,0,0,RUB,RUB,RUB,RUB,RU000A0JXQF2,15.04,TQOB,TQOB,17,нормальный период торгов,,10.0,1
POLY,Polymetal,Polymetal International plc,MOEX,FOND,CS,1,0.03,ESXXXX,9999-12-31T23:59:59.9999999,0.1,1,959543,159.6,323.0,0.0,0,308.2,126.3,0,0,0,RUB,RUB,RUB,USD,JE00B6T5S470,,TQBR,TQBR,17,нормальный период торгов,10,1.0,1
SNGS,Сургнфгз,Сургутнефтегаз ПАО акции об.,MOEX,FOND,CS,100,1.0,ESXXXX,9999-12-31T23:59:59.9999999,0.005,3,942169,26.765,32.895,0.0,0,31.84,25.995,0,0,0,RUB,RUB,RUB,RUB,RU0008926258,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
MVID,М.видео,"""М.видео"" ПАО ао",MOEX,FOND,CS,1,10.0,ESXXXX,9999-12-31T23:59:59.9999999,0.1,1,873611,135.0,215.0,0.0,0,208.3,124.9,0,0,0,RUB,RUB,RUB,RUB,RU000A0JPGA0,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
TATNP,Татнфт 3ап,"ПАО ""Татнефть"" ап 3 вып.",MOEX,FOND,PS,1,1.0,EPXXXX,9999-12-31T23:59:59.9999999,0.1,1,831492,649.8,769.2,0.0,0,773.5,601.0,0,0,0,RUB,RUB,RUB,RUB,RU0006944147,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
LSRG,ЛСР ао,Группа ЛСР ПАО ао,MOEX,FOND,CS,1,0.25,ESXXXX,9999-12-31T23:59:59.9999999,0.2,1,821484,779.4,779.4,1.0,0,972.8,583.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0JPFP0,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
SU29014RMFS6,ОФЗ 29014,ОФЗ-ПК 29014 25/03/26,MOEX,FOND,EUSOV,1,1000.0,DBXXXX,2026-03-25T00:00:00.0000000,0.001,3,820585,99.572,100.088,0.0,0,103.98,95.86,0,0,0,RUB,RUB,RUB,RUB,RU000A101N52,,TQOB,TQOB,17,нормальный период торгов,8,10.0,1
MOEX,МосБиржа,ПАО Московская Биржа,MOEX,FOND,CS,10,1.0,ESXXXX,9999-12-31T23:59:59.9999999,0.01,2,808773,224.9,265.0,0.0,0,259.75,218.78,0,0,0,RUB,RUB,RUB,RUB,RU000A0JR4A1,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
FEES,Россети,"""ФСК - Россети"" ПАО",MOEX,FOND,CS,10000,0.5,ESXXXX,9999-12-31T23:59:59.9999999,2e-05,5,797236,0.09308,0.11882,0.0,0,0.11506,0.0893,0,0,0,RUB,RUB,RUB,RUB,RU000A0JPNN9,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
UGLD,ЮГК,ЮГК,MOEX,FOND,CS,1000,0.001,ESXXXX,9999-12-31T23:59:59.9999999,0.0001,4,778959,0.91,0.9365,0.0,0,1.2694,0.6104,0,0,0,RUB,RUB,RUB,RUB,RU000A0JPP37,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
YNDX,Yandex clA,PLLC Yandex N.V. class A shs,MOEX,FOND,CS,1,0.01,ESXXXX,9999-12-31T23:59:59.9999999,0.2,1,758780,2566.0,5200.0,0.0,0,5597.0,2398.8,0,0,0,RUB,RUB,RUB,EUR,NL0009805522,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
SU26232RMFS7,ОФЗ 26232,ОФЗ-ПД 26232 06/10/27,MOEX,FOND,EUSOV,1,1000.0,DBXXXX,2027-10-06T00:00:00.0000000,0.001,3,757976,74.5,77.051,0.0,0,80.207,73.944,0,0,0,RUB,RUB,RUB,RUB,RU000A1014N4,15.53,TQOB,TQOB,17,нормальный период торгов,,10.0,1
RU000A108G05,ЕврХол3P01,ЕвразХолдинг Финанс 003P-01,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-11-07T00:00:00.0000000,0.01,2,747085,100.09,100.09,1.0,0,140.01,60.01,0,0,0,RUB,RUB,RUB,RUB,RU000A108G05,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
SU26230RMFS1,ОФЗ 26230,ОФЗ-ПД 26230 16/03/39,MOEX,FOND,EUSOV,1,1000.0,DBXXXX,2039-03-16T00:00:00.0000000,0.001,3,730923,57.92,59.73,0.0,0,62.495,55.35,0,0,0,RUB,RUB,RUB,RUB,RU000A100EF5,15.1,TQOB,TQOB,17,нормальный период торгов,,10.0,1
PIKK,ПИК ао,ПИК СЗ (ПАО) ао,MOEX,FOND,CS,1,62.5,ESXXXX,9999-12-31T23:59:59.9999999,0.1,1,708715,798.8,937.0,0.0,0,924.2,755.3,0,0,0,RUB,RUB,RUB,RUB,RU000A0JP7J7,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
AKME,ETF AKME,БПИФ Альфа Управляем Акции,MOEX,FOND,MF,1,0.0,EUXXXX,9999-12-31T23:59:59.9999999,0.02,2,700282,183.12,197.2,0.0,0,264.96,113.58,0,0,0,RUB,RUB,RUB,RUB,RU000A102E78,,TQTF,TQTF,17,нормальный период торгов,,1.0,1
SBRB,SBRB ETF,БПИФ  Первая Корп облигации,MOEX,FOND,MF,1,0.0,EUXXXX,9999-12-31T23:59:59.9999999,0.001,3,682857,13.259,13.844,0.0,0,15.304,11.183,0,0,0,RUB,RUB,RUB,RUB,RU000A100P44,,TQTF,TQTF,17,нормальный период торгов,,1.0,1
SFIN,ЭсЭфАй ао,ЭсЭфАй ПАО ао,MOEX,FOND,CS,1,0.67,ESXXXX,9999-12-31T23:59:59.9999999,0.2,1,668336,1258.0,1290.0,0.0,0,1802.8,772.8,0,0,0,RUB,RUB,RUB,RUB,RU000A0JVW89,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
PLZL,Полюс,Полюс ПАО ао,MOEX,FOND,CS,1,1.0,ESXXXX,9999-12-31T23:59:59.9999999,0.5,1,641644,11684.0,13700.0,0.0,0,13408.5,11293.5,0,0,0,RUB,RUB,RUB,RUB,RU000A0JNAA8,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
SU26219RMFS4,ОФЗ 26219,ОФЗ-ПД 26219 16/09/26,MOEX,FOND,EUSOV,1,1000.0,DBXXXX,2026-09-16T00:00:00.0000000,0.001,3,610863,85.31,87.6,0.0,0,89.092,82.962,0,0,0,RUB,RUB,RUB,RUB,RU000A0JWM07,15.75,TQOB,TQOB,17,нормальный период торгов,,10.0,1
SNGSP,Сургнфгз-п,Сургутнефтегаз ПАО ап,MOEX,FOND,PS,100,1.0,EPXXXX,9999-12-31T23:59:59.9999999,0.005,3,609559,63.0,76.48,0.0,0,75.68,61.845,0,0,0,RUB,RUB,RUB,RUB,RU0009029524,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
SBCN,SBCN ETF,БПИФ Первая Сберегат. в юанях,MOEX,FOND,MF,1,0.0,EUXXXX,9999-12-31T23:59:59.9999999,0.001,3,596271,12.564,12.593,0.0,0,17.57,7.53,0,0,0,RUB,RUB,RUB,CNY,RU000A105PU9,,TQTF,TQTF,17,нормальный период торгов,,1.0,1
BELU,НоваБев ао,НоваБев Групп ПАО ао,MOEX,FOND,CS,1,100.0,ESXXXX,9999-12-31T23:59:59.9999999,1.0,0,587654,4951.0,6800.0,0.0,0,6690.0,4644.0,0,0,0,RUB,RUB,RUB,RUB,RU000A0HL5M1,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
SU26207RMFS9,ОФЗ 26207,ОФЗ-ПД 26207 03/02/27,MOEX,FOND,EUSOV,1,1000.0,DBXXXX,2027-02-03T00:00:00.0000000,0.001,3,587532,84.885,85.217,0.0,0,88.325,82.248,0,0,0,RUB,RUB,RUB,RUB,RU000A0JS3W6,15.63,TQOB,TQOB,17,нормальный период торгов,,10.0,1
SVET,Светофор,Светофор Групп ао,MOEX,FOND,CS,1,1.0,ESXXXX,9999-12-31T23:59:59.9999999,0.05,2,569724,24.25,24.9,0.0,0,30.35,14.95,0,0,0,RUB,RUB,RUB,RUB,RU000A100592,,TQBR,TQBR,17,нормальный период торгов,9,1.0,1
RENI,Ренессанс,Ренессанс Страхование ао,MOEX,FOND,CS,10,9.88,ESXXXX,9999-12-31T23:59:59.9999999,0.02,2,564374,97.64,100.32,0.0,0,116.84,83.66,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZZM04,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
SVAV,СОЛЛЕРС,"ПАО ""СОЛЛЕРС""",MOEX,FOND,CS,1,12.5,ESXXXX,9999-12-31T23:59:59.9999999,0.5,1,563966,791.5,1150.0,0.0,0,1112.0,666.5,0,0,0,RUB,RUB,RUB,RUB,RU0006914488,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
RU000A104TD0,Ростел2P7R,Ростелеком ПАО 002P-07R,MOEX,FOND,CORP,1,1000.0,DBXXXX,2026-05-08T00:00:00.0000000,0.01,2,541027,94.36,95.67,0.0,0,99.98,88.56,0,0,0,RUB,RUB,RUB,RUB,RU000A104TD0,15.14,TQCB,TQCB,17,нормальный период торгов,6,10.0,1
HYDR,РусГидро,"ПАО ""РусГидро""",MOEX,FOND,CS,1000,1.0,ESXXXX,9999-12-31T23:59:59.9999999,0.0001,4,526894,0.6,0.728,0.0,0,0.7013,0.5732,0,0,0,RUB,RUB,RUB,RUB,RU000A0JPKH7,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
OGKB,ОГК-2 ао,ОГК-2 ПАО ао,MOEX,FOND,CS,1000,0.3627,ESXXXX,9999-12-31T23:59:59.9999999,0.0001,4,509577,0.4013,0.56,0.0,0,0.5506,0.3942,0,0,0,RUB,RUB,RUB,RUB,RU000A0JNG55,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
SMLT,Самолет ао,ГК Самолет ао,MOEX,FOND,CS,1,25.0,ESXXXX,9999-12-31T23:59:59.9999999,0.5,1,509330,2750.0,3754.0,0.0,0,3614.0,2587.5,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZZG02,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
SBERP,Сбербанк-п,Сбербанк России ПАО ап,MOEX,FOND,PS,10,3.0,EPXXXX,9999-12-31T23:59:59.9999999,0.01,2,505252,289.51,340.0,0.0,0,340.53,286.82,0,0,0,RUB,RUB,RUB,RUB,RU0009029557,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
RU000A108JV4,ГазпКап3P2,Газпром капитал БО-003Р-02,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-05-07T00:00:00.0000000,0.01,2,493949,99.58,99.6,0.0,0,106.1,93.04,0,0,0,RUB,RUB,RUB,RUB,RU000A108JV4,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
SU29007RMFS0,ОФЗ 29007,ОФЗ-ПК 29007 03/03/27,MOEX,FOND,EUSOV,1,1000.0,DBXXXX,2027-03-03T00:00:00.0000000,0.001,3,480788,102.438,103.468,0.0,0,107.643,99.238,0,0,0,RUB,RUB,RUB,RUB,RU000A0JV4M0,14.73,TQOB,TQOB,17,нормальный период торгов,8,10.0,1
SBCS,SBCS ETF,БПИФ Первая Консерватив смарт,MOEX,FOND,MF,1,0.0,EUXXXX,9999-12-31T23:59:59.9999999,0.005,3,476384,12.64,12.65,0.0,0,17.665,7.575,0,0,0,RUB,RUB,RUB,RUB,RU000A1035N9,,TQTF,TQTF,17,нормальный период торгов,,1.0,1
SU29016RMFS1,ОФЗ 29016,ОФЗ-ПК 29016 23/12/2026,MOEX,FOND,EUSOV,1,1000.0,DBXXXX,2026-12-23T00:00:00.0000000,0.001,3,471679,99.753,99.943,0.0,0,103.709,95.611,0,0,0,RUB,RUB,RUB,RUB,RU000A1025B5,,TQOB,TQOB,17,нормальный период торгов,8,10.0,1
SVCB,Совкомбанк,Совкомбанк ао,MOEX,FOND,CS,100,0.1,ESXXXX,9999-12-31T23:59:59.9999999,0.005,3,464947,15.0,20.5,0.0,0,20.15,14.43,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZZAC4,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
ENPG,ЭН+ГРУП ао,МКПАО ЭН+ ГРУП ао,MOEX,FOND,CS,1,7e-05,ESXXXX,9999-12-31T23:59:59.9999999,0.05,2,463516,337.0,552.0,0.0,0,544.95,326.6,0,0,0,RUB,RUB,RUB,USD,RU000A100K72,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
MTSS,МТС-ао,Мобильные ТелеСистемы ПАО ао,MOEX,FOND,CS,10,0.1,ESXXXX,9999-12-31T23:59:59.9999999,0.05,2,453926,265.7,325.0,0.0,0,319.5,260.85,0,0,0,RUB,RUB,RUB,RUB,RU0007775219,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
SOFL,iСофтлайн,Софтлайн ао,MOEX,FOND,CS,10,0.001499992500037,ESXXXX,9999-12-31T23:59:59.9999999,0.02,2,445762,131.24,229.0,0.0,0,226.6,108.98,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZZBC2,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
SU29017RMFS9,ОФЗ 29017,ОФЗ-ПК 29017 25/08/2032,MOEX,FOND,EUSOV,1,1000.0,DBXXXX,2032-08-25T00:00:00.0000000,0.001,3,438557,98.601,98.809,0.0,0,102.564,94.555,0,0,0,RUB,RUB,RUB,RUB,RU000A1028D5,,TQOB,TQOB,17,нормальный период торгов,8,10.0,1
SBFR,SBFR ETF,БПИФ Первая Облигации флоатеры,MOEX,FOND,MF,1,0.0,EUXXXX,9999-12-31T23:59:59.9999999,0.002,3,436516,10.56,10.576,0.0,0,14.784,6.336,0,0,0,RUB,RUB,RUB,RUB,RU000A107KW2,,TQTF,TQTF,17,нормальный период торгов,,1.0,1
SELG,Селигдар,"ПАО ""Селигдар""  ао",MOEX,FOND,CS,10,1.0,ESXXXX,9999-12-31T23:59:59.9999999,0.01,2,414652,57.25,92.55,0.0,0,87.97,42.31,0,0,0,RUB,RUB,RUB,RUB,RU000A0JPR50,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
RU000A1083A6,НорНикБ1P7,ГМК Нор.никель БО-001Р-07,MOEX,FOND,CORP,1,1000.0,DBXXXX,2029-02-28T00:00:00.0000000,0.01,2,401066,100.47,100.65,0.0,0,107.98,92.81,0,0,0,RUB,RUB,RUB,RUB,RU000A1083A6,8.69,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
DELI,Каршеринг,Каршеринг Руссия ао,MOEX,FOND,CS,1,0.000625,ESXXXX,9999-12-31T23:59:59.9999999,0.05,2,398708,300.4,300.4,1.0,0,405.55,195.05,0,0,0,RUB,RUB,RUB,RUB,RU000A107J11,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
APTK,Аптеки36и6,"ПАО ""Аптечная сеть 36,6"" ао",MOEX,FOND,CS,10,0.64,ESXXXX,9999-12-31T23:59:59.9999999,0.002,3,390674,12.3,12.482,0.0,0,16.588,7.978,0,0,0,RUB,RUB,RUB,RUB,RU0008081765,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
SU26221RMFS0,ОФЗ 26221,ОФЗ-ПД 26221 23/03/33,MOEX,FOND,EUSOV,1,1000.0,DBXXXX,2033-03-23T00:00:00.0000000,0.001,3,385910,65.951,66.616,0.0,0,69.744,63.023,0,0,0,RUB,RUB,RUB,RUB,RU000A0JXFM1,15.15,TQOB,TQOB,17,нормальный период торгов,,10.0,1
POSI,iПозитив,Группа Позитив ао,MOEX,FOND,CS,1,0.5,ESXXXX,9999-12-31T23:59:59.9999999,0.2,1,382494,2463.0,3299.8,0.0,0,3417.8,2275.8,0,0,0,RUB,RUB,RUB,RUB,RU000A103X66,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
RBCM,ГК РБК ао,ГК РБК ПАО ао,MOEX,FOND,CS,100,0.00064,ESXXXX,9999-12-31T23:59:59.9999999,0.002,3,368676,18.2,18.2,1.0,0,19.984,10.902,0,0,0,RUB,RUB,RUB,RUB,RU000A0JR6A6,,TQBR,TQBR,17,нормальный период торгов,9,1.0,1
CARM,СТГ,СТГ ао,MOEX,FOND,CS,100,1.0,ESXXXX,9999-12-31T23:59:59.9999999,0.0005,4,362760,1.73,2.56,0.0,0,2.541,1.499,0,0,0,RUB,RUB,RUB,RUB,RU000A105NV2,,TQBR,TQBR,17,нормальный период торгов,9,1.0,1
FIXP,FIXP-гдр,ГДР FixPrice Group PLC ORD SHS,MOEX,FOND,RDR,1,0.0,ESXXXX,9999-12-31T23:59:59.9999999,0.1,1,356152,232.2,360.0,0.0,0,354.6,170.5,0,0,0,RUB,RUB,RUB,USD,US33835G2057,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
SBGB,SBGB ETF,БПИФ Первая Гос. облигации,MOEX,FOND,MF,1,0.0,EUXXXX,9999-12-31T23:59:59.9999999,0.001,3,355437,11.251,11.86,0.0,0,12.192,10.374,0,0,0,RUB,RUB,RUB,RUB,RU000A1000F9,,TQTF,TQTF,17,нормальный период торгов,,1.0,1
MTLRP,Мечел ап,Мечел ПАО ап,MOEX,FOND,PS,10,10.0,EPXXXX,9999-12-31T23:59:59.9999999,0.05,2,341940,183.35,278.5,0.0,0,274.2,164.35,0,0,0,RUB,RUB,RUB,RUB,RU000A0JPV70,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
AGRO,AGRO-гдр,ГДР ROS AGRO PLC ORD SHS,MOEX,FOND,RDR,1,0.0,ESXXXX,9999-12-31T23:59:59.9999999,0.2,1,331203,1109.4,1749.0,0.0,0,1741.4,1043.6,0,0,0,RUB,RUB,RUB,USD,US7496552057,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
RTKMP,Ростел -ап,Ростелеком (ПАО) ап.,MOEX,FOND,PS,10,0.0025,EPXXXX,9999-12-31T23:59:59.9999999,0.05,2,328454,60.55,100.0,0.0,0,97.05,58.2,0,0,0,RUB,RUB,RUB,RUB,RU0009046700,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
SU26237RMFS6,ОФЗ 26237,ОФЗ-ПД 26237 14/03/2029,MOEX,FOND,EUSOV,1,1000.0,DBXXXX,2029-03-14T00:00:00.0000000,0.001,3,328186,72.085,73.01,0.0,0,75.939,70.01,0,0,0,RUB,RUB,RUB,RUB,RU000A1038Z7,15.3,TQOB,TQOB,17,нормальный период торгов,,10.0,1
AQUA,ИНАРКТИКА,ПАО ИНАРКТИКА,MOEX,FOND,CS,1,100.0,ESXXXX,9999-12-31T23:59:59.9999999,0.5,1,327523,719.0,1000.0,0.0,0,953.5,682.5,0,0,0,RUB,RUB,RUB,RUB,RU000A0JQTS3,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
LEAS,Европлан,ПАО «ЛК «Европлан»,MOEX,FOND,CS,1,1.0,ESXXXX,9999-12-31T23:59:59.9999999,0.1,1,323128,969.3,969.3,1.0,0,1162.1,773.8,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZZFS9,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
RU000A107X96,ВЭБP-40,ВЭБ.РФ ПБО-002Р-40,MOEX,FOND,CORP,1,1000.0,DBXXXX,2032-03-30T00:00:00.0000000,0.01,2,302557,100.0,100.1,0.0,0,106.55,93.44,0,0,0,RUB,RUB,RUB,RUB,RU000A107X96,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
UNAC,iАвиастКао,Об.авиастр.корп. ПАО ао,MOEX,FOND,CS,1000,0.27,ESXXXX,9999-12-31T23:59:59.9999999,0.0005,4,298732,0.666,0.9675,0.0,0,0.968,0.595,0,0,0,RUB,RUB,RUB,RUB,RU000A0JPLZ7,,TQBR,TQBR,17,нормальный период торгов,9,1.0,1
GTRK,ГТМ ао,"ПАО ""ГТМ"" ао",MOEX,FOND,CS,10,100.0,ESXXXX,9999-12-31T23:59:59.9999999,0.1,1,286698,305.0,484.0,0.0,0,458.5,244.2,0,0,0,RUB,RUB,RUB,RUB,RU000A0ZYD22,,TQBR,TQBR,17,нормальный период торгов,9,1.0,1
SBHI,SBHI ETF,БПИФ Первая Халяльные инвест,MOEX,FOND,MF,1,0.0,EUXXXX,9999-12-31T23:59:59.9999999,0.002,3,285786,9.684,9.708,0.0,0,13.566,5.814,0,0,0,RUB,RUB,RUB,RUB,RU000A103ZQ1,,TQTF,TQTF,17,нормальный период торгов,,1.0,1
BSPB,БСП ао,"ПАО ""Банк ""Санкт-Петербург"" ао",MOEX,FOND,CS,10,1.0,ESXXXX,9999-12-31T23:59:59.9999999,0.01,2,276791,284.41,399.09,0.0,0,412.67,274.78,0,0,0,RUB,RUB,RUB,RUB,RU0009100945,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
SU26229RMFS3,ОФЗ 26229,ОФЗ-ПД 26229 12/11/25,MOEX,FOND,EUSOV,1,1000.0,DBXXXX,2025-11-12T00:00:00.0000000,0.001,3,274728,87.755,92.479,0.0,0,92.568,87.066,0,0,0,RUB,RUB,RUB,RUB,RU000A100EG3,15.95,TQOB,TQOB,17,нормальный период торгов,,10.0,1
RU000A107050,ГазпКап2P9,Газпром капитал БО-002Р-09,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-04-04T00:00:00.0000000,0.01,2,267071,99.0,99.23,0.0,0,104.12,94.1,0,0,0,RUB,RUB,RUB,RUB,RU000A107050,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A107084,ГазКап2P10,Газпром капитал БО-002Р-10,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-04-04T00:00:00.0000000,0.01,2,252457,99.06,99.1,0.0,0,104.0,93.99,0,0,0,RUB,RUB,RUB,RUB,RU000A107084,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
RU000A1064L3,ЕАБР П3-07,ЕАБР 003P-007,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-04-20T00:00:00.0000000,0.01,2,245502,100.35,100.47,0.0,0,107.94,92.77,0,0,0,RUB,RUB,RUB,RUB,RU000A1064L3,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
BANE,Башнефт ао,Башнефть АНК ао,MOEX,FOND,CS,1,1.0,ESXXXX,9999-12-31T23:59:59.9999999,0.5,1,242270,2870.0,3499.0,0.0,0,3598.0,2575.0,0,0,0,RUB,RUB,RUB,RUB,RU0007976957,,TQBR,TQBR,17,нормальный период торгов,9,1.0,1
RU000A108GR8,Ростел1P7R,Ростелеком ПАО 001P-07R,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-05-20T00:00:00.0000000,0.01,2,241699,100.27,100.29,0.0,0,107.75,92.61,0,0,0,RUB,RUB,RUB,RUB,RU000A108GR8,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
MBNK,МТС Банк,МТС-Банк ао,MOEX,FOND,CS,1,500.0,ESXXXX,9999-12-31T23:59:59.9999999,0.5,1,230345,2401.0,2401.0,1.0,0,3355.0,1438.5,0,0,0,RUB,RUB,RUB,RUB,RU000A0JRH43,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
SU26218RMFS6,ОФЗ 26218,ОФЗ-ПД 26218 17/09/31,MOEX,FOND,EUSOV,1,1000.0,DBXXXX,2031-09-17T00:00:00.0000000,0.001,3,225748,71.458,76.3,0.0,0,76.908,68.801,0,0,0,RUB,RUB,RUB,RUB,RU000A0JVW48,15.32,TQOB,TQOB,17,нормальный период торгов,,10.0,1
HNFG,ХЭНДЕРСОН,ХЭНДЕРСОН ао,MOEX,FOND,CS,1,50.0,ESXXXX,9999-12-31T23:59:59.9999999,0.1,1,221175,679.5,679.5,1.0,0,850.0,509.2,0,0,0,RUB,RUB,RUB,RUB,RU000A106XF2,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
CIAN,CIAN-адр,АДР Cian PLC ORD SHS,MOEX,FOND,RDR,1,0.0,ESXXXX,9999-12-31T23:59:59.9999999,0.2,1,220583,810.0,839.2,0.0,0,1027.8,615.8,0,0,0,RUB,RUB,RUB,RUB,US83418T1088,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
CBOM,МКБ ао,"""МКБ"" ПАО ао",MOEX,FOND,CS,100,1.0,ESXXXX,9999-12-31T23:59:59.9999999,0.001,3,213738,6.447,8.2,0.0,0,8.465,5.637,0,0,0,RUB,RUB,RUB,RUB,RU000A0JUG31,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
RU000A108GN7,Систем1P30,АФК Система БО 001Р-30,MOEX,FOND,CORP,1,1000.0,DBXXXX,2028-08-17T00:00:00.0000000,0.01,2,212404,99.7,100.09,0.0,0,139.87,59.95,0,0,0,RUB,RUB,RUB,RUB,RU000A108GN7,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
SU26242RMFS6,ОФЗ 26242,ОФЗ-ПД 26242 29/08/29,MOEX,FOND,EUSOV,1,1000.0,DBXXXX,2029-08-29T00:00:00.0000000,0.001,3,210235,78.633,83.19,0.0,0,82.851,76.381,0,0,0,RUB,RUB,RUB,RUB,RU000A105RV3,15.22,TQOB,TQOB,17,нормальный период торгов,,10.0,1
ROLO,Русолово,"""Русолово"" ПАО ао",MOEX,FOND,CS,1000,0.1,ESXXXX,9999-12-31T23:59:59.9999999,0.0002,4,201372,1.002,1.002,1.0,0,1.2202,0.6002,0,0,0,RUB,RUB,RUB,RUB,RU000A0JU1B0,,TQBR,TQBR,17,нормальный период торгов,9,1.0,1
UPRO,Юнипро ао,Юнипро ПАО ао,MOEX,FOND,CS,1000,0.4,ESXXXX,9999-12-31T23:59:59.9999999,0.001,3,194731,1.716,2.326,0.0,0,2.244,1.607,0,0,0,RUB,RUB,RUB,RUB,RU000A0JNGA5,,TQBR,TQBR,17,нормальный период торгов,,1.0,1
RU0006922010,ФондКонс,ОПИФ Фонд Консервативный,MOEX,FOND,MF,1,0.0,EUXXXX,9999-12-31T23:59:59.9999999,0.05,2,180504,83.75,95.0,0.0,0,117.0,50.2,0,0,0,RUB,RUB,RUB,RUB,RU0006922010,,TQIF,TQIF,17,нормальный период торгов,,1.0,1
SU29006RMFS2,ОФЗ 29006,ОФЗ-ПК 29006 29/01/25,MOEX,FOND,EUSOV,1,1000.0,DBXXXX,2025-01-29T00:00:00.0000000,0.001,3,171002,96.0,101.4,0.0,0,104.605,95.476,0,0,0,RUB,RUB,RUB,RUB,RU000A0JV4L2,14.98,TQOB,TQOB,17,нормальный период торгов,8,10.0,1
RU000A1083W0,МТС 2P-05,Мобильные ТелеСистемы 002P-05,MOEX,FOND,CORP,1,1000.0,DBXXXX,2027-09-23T00:00:00.0000000,0.01,2,162582,99.71,99.84,0.0,0,105.77,93.69,0,0,0,RUB,RUB,RUB,RUB,RU000A1083W0,,TQCB,TQCB,17,нормальный период торгов,8,10.0,1
